nom_standard,reg_code,reg_nom,dep_code,dep_nom,EPCI,population,superficie_km2,densite,NOM,F18-24
Meyreuil,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5786,20,287.43,Vitrolles,1350.0
Saint-Pierre-de-Mézoargues,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,241300417,219,4,53.03,Arles,1647.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Aix-en-Provence,12251.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Aubagne,1717.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,La Ciotat,1096.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Istres,1613.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Marignane,1062.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Marseille,42264.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Martigues,1525.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Salon-de-Provence,1525.0
Mimet,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4158,19,222.35,Vitrolles,1350.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Aix-en-Provence,12251.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Aubagne,1717.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,La Ciotat,1096.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Istres,1613.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Marignane,1062.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Marseille,42264.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Martigues,1525.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Salon-de-Provence,1525.0
Miramas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,26433,26,1026.92,Vitrolles,1350.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Aix-en-Provence,12251.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Aubagne,1717.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,La Ciotat,1096.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Istres,1613.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Marignane,1062.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Marseille,42264.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Martigues,1525.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Salon-de-Provence,1525.0
Pélissanne,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,10561,19,552.64,Vitrolles,1350.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Aix-en-Provence,12251.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Aubagne,1717.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,La Ciotat,1096.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Istres,1613.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Marignane,1062.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Marseille,42264.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Martigues,1525.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Salon-de-Provence,1525.0
La Penne-sur-Huveaune,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,6521,4,1831.74,Vitrolles,1350.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Aix-en-Provence,12251.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Aubagne,1717.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,La Ciotat,1096.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Istres,1613.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Marignane,1062.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Marseille,42264.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Martigues,1525.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Salon-de-Provence,1525.0
Les Pennes-Mirabeau,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,21897,34,650.53,Vitrolles,1350.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Aix-en-Provence,12251.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Aubagne,1717.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,La Ciotat,1096.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Istres,1613.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Marignane,1062.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Marseille,42264.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Martigues,1525.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Salon-de-Provence,1525.0
Peynier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,3567,25,144.06,Vitrolles,1350.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Aix-en-Provence,12251.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Aubagne,1717.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,La Ciotat,1096.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Istres,1613.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Marignane,1062.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Marseille,42264.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Martigues,1525.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Salon-de-Provence,1525.0
Peypin,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5604,13,419.78,Vitrolles,1350.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Aix-en-Provence,12251.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Aubagne,1717.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,La Ciotat,1096.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Istres,1613.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Marignane,1062.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Marseille,42264.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Martigues,1525.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Salon-de-Provence,1525.0
Peyrolles-en-Provence,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5129,35,146.96,Vitrolles,1350.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Aix-en-Provence,12251.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Aubagne,1717.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,La Ciotat,1096.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Istres,1613.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Marignane,1062.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Marseille,42264.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Martigues,1525.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Salon-de-Provence,1525.0
Plan-de-Cuques,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,11522,9,1352.35,Vitrolles,1350.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Aix-en-Provence,12251.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Aubagne,1717.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,La Ciotat,1096.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Istres,1613.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Marignane,1062.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Marseille,42264.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Martigues,1525.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Salon-de-Provence,1525.0
Port-de-Bouc,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,16290,12,1421.47,Vitrolles,1350.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Aix-en-Provence,12251.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Aubagne,1717.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,La Ciotat,1096.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Istres,1613.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Marignane,1062.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Marseille,42264.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Martigues,1525.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Salon-de-Provence,1525.0
Port-Saint-Louis-du-Rhône,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8370,83,114.06,Vitrolles,1350.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Aix-en-Provence,12251.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Aubagne,1717.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,La Ciotat,1096.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Istres,1613.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Marignane,1062.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Marseille,42264.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Martigues,1525.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Salon-de-Provence,1525.0
Puyloubier,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,1785,41,43.7,Vitrolles,1350.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Aix-en-Provence,12251.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Aubagne,1717.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,La Ciotat,1096.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Istres,1613.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Marignane,1062.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Marseille,42264.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Martigues,1525.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Salon-de-Provence,1525.0
Le Puy-Sainte-Réparade,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5866,45,126.72,Vitrolles,1350.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Aix-en-Provence,12251.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Aubagne,1717.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,La Ciotat,1096.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Istres,1613.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Marignane,1062.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Marseille,42264.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Martigues,1525.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Salon-de-Provence,1525.0
Rognac,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,12136,18,695.07,Vitrolles,1350.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Aix-en-Provence,12251.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Aubagne,1717.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,La Ciotat,1096.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Istres,1613.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Marignane,1062.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Marseille,42264.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Martigues,1525.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Salon-de-Provence,1525.0
Rognes,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4616,58,79.15,Vitrolles,1350.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Aix-en-Provence,12251.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Aubagne,1717.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,La Ciotat,1096.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Istres,1613.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Marignane,1062.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Marseille,42264.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Martigues,1525.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Salon-de-Provence,1525.0
La Roque-d'Anthéron,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5411,25,212.28,Vitrolles,1350.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Aix-en-Provence,12251.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Aubagne,1717.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,La Ciotat,1096.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Istres,1613.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Marignane,1062.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Marseille,42264.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Martigues,1525.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Salon-de-Provence,1525.0
Roquefort-la-Bédoule,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5937,31,190.59,Vitrolles,1350.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Aix-en-Provence,12251.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Aubagne,1717.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,La Ciotat,1096.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Istres,1613.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Marignane,1062.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Marseille,42264.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Martigues,1525.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Salon-de-Provence,1525.0
Roquevaire,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8569,24,359.59,Vitrolles,1350.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Aix-en-Provence,12251.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Aubagne,1717.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,La Ciotat,1096.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Istres,1613.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Marignane,1062.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Marseille,42264.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Martigues,1525.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Salon-de-Provence,1525.0
Rousset,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,4977,20,255.23,Vitrolles,1350.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Aix-en-Provence,12251.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Aubagne,1717.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,La Ciotat,1096.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Istres,1613.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Marignane,1062.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Marseille,42264.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Martigues,1525.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Salon-de-Provence,1525.0
Le Rove,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5193,23,226.08,Vitrolles,1350.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Aix-en-Provence,12251.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Aubagne,1717.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,La Ciotat,1096.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Istres,1613.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Marignane,1062.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Marseille,42264.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Martigues,1525.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Salon-de-Provence,1525.0
Saint-Antonin-sur-Bayon,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,125,18,7.11,Vitrolles,1350.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Aix-en-Provence,12251.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Aubagne,1717.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,La Ciotat,1096.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Istres,1613.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Marignane,1062.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Marseille,42264.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Martigues,1525.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Salon-de-Provence,1525.0
Saint-Cannat,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,5648,37,154.57,Vitrolles,1350.0
Saint-Chamas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8617,27,322.61,Aix-en-Provence,12251.0
Saint-Chamas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8617,27,322.61,Aubagne,1717.0
Saint-Chamas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8617,27,322.61,La Ciotat,1096.0
Saint-Chamas,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,200054807,8617,27,322.61,Istres,1613.0
